Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
39,10/7/2016 13:34,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.83,2.44,0,137.26,4.17,0,235.99,4.73,0,7.4,4.88,0,75.34,2.63,0,14.67,3.16,0,9.46,3.71,0,<LOD,4.06,0,<LOD,3.07,0,6.71,2.84,0,<LOD,8.59,0,22.97,6.61,0,<LOD,37.06,0,181.06,16.02,0,61.49,17.77,0,121.81,61.18,0,17034.29,223.57,0,358.73,46.56,0,51.86,8.88,0,377.94,21.48,0,2030.55,55.72,0,134.57,47.55,0,89934.15,939.24,0,22519.68,316.26,0,6129.45,109.75,0,494.33,29.16,0,84.41,6.29,0,141.65,19.09,0,60.27,9.52,0,77.03,6.73,0,21.94,7.11,0,13.35,4.67,0,<LOD,8.97,0,554890.13,2055.88,0,11.15,1.82,0,15.19,5.27,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,44484.67,927.97,0,511.07,154.93,0,235183.09,1220.63,0,12835.11,97.29,0,12315.26,2141.25,0
40,10/7/2016 13:39,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,6.08,2.51,0,130.94,4.2,0,233.83,4.83,0,<LOD,7.35,0,71.82,2.63,0,8.7,2.96,0,9.04,3.78,0,<LOD,4.31,0,4.12,2.22,0,7.98,2.95,0,<LOD,8.7,0,14.08,6.28,0,<LOD,38.35,0,44.59,13.04,0,64.99,18.34,0,<LOD,89.5,0,15956.5,222.09,0,294.74,45.52,0,42.44,8.09,0,341.66,19.68,0,1803.68,50.93,0,113.24,42.75,0,86004.23,923.88,0,21781.79,311.27,0,5355.71,104.8,0,497.3,29.83,0,83.67,6.42,0,147.37,19.58,0,52.31,9.63,0,60.25,6.64,0,28.35,7.39,0,15.19,4.82,0,<LOD,9.02,0,578342.5,2030.05,0,11.35,1.88,0,<LOD,7.47,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,40630.93,874.32,0,582.61,151.98,0,223488.28,1208.78,0,14038.91,105.28,0,10151.77,2048.24,0
41,10/7/2016 13:45,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,49.27,3.05,0,75.94,2.77,0,133.81,3.68,0,13.73,5.12,0,83.47,2.8,0,15.68,3.29,0,15.54,4.18,0,<LOD,4.17,0,6.28,2.29,0,16.89,3.47,0,<LOD,8.63,0,112.66,9.76,0,<LOD,39,0,86.02,14.3,0,114.9,19.4,0,113.92,71.61,0,23370.55,266.74,0,91.74,38.67,0,64.93,8.83,0,489.88,21.67,0,1749.53,51.4,0,89.35,31.96,0,52237.4,760.88,0,23514.74,339.44,0,15306.26,160.17,0,97.69,26.65,0,<LOD,8.91,0,<LOD,26.91,0,14.95,9.1,0,238.71,14.29,0,<LOD,10.56,0,9.44,4.63,0,<LOD,8.81,0,564077.31,2060.81,0,11.8,1.88,0,16.91,5.53,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,43272.76,842.83,0,765.22,150.72,0,260768.2,1317.72,0,734.24,28.72,0,11908.82,1913.23,0
42,10/7/2016 13:54,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,59.4,2.71,0,66.1,2.94,0,81.33,3.42,0,39.7,6.61,0,78.16,3.11,0,7.65,3.95,0,87.32,8.35,0,<LOD,5.7,0,16.65,3.29,0,61.55,7.12,0,<LOD,11.35,0,41.79,8.99,0,<LOD,50.63,0,124.95,18.72,0,233.03,26.59,0,495.66,147.96,0,63817.8,541.14,0,307.41,60.42,0,71.58,10.89,0,388.66,24.19,0,1639,58.64,0,<LOD,30.29,0,15135.64,560.76,0,24384.15,424.78,0,68723.8,479.32,0,682.36,36.41,0,123.07,7.77,0,185.85,23.36,0,85.26,11.73,0,50.69,7.58,0,22.79,8.5,0,10.32,5.49,0,<LOD,10.5,0,488468.78,2596.06,0,11.59,2.16,0,<LOD,8.61,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,48214.45,1024.02,0,1727.8,175.23,0,271407.22,1334.47,0,1186.4,34.04,0,12443.63,2768,0
43,10/7/2016 14:06,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,231.7,4.9,0,63.75,2.54,0,55.02,2.55,0,36.22,5.56,0,69.28,2.69,0,105.48,6.05,0,26.29,5.07,0,<LOD,4.63,0,7.31,2.55,0,18.27,3.96,0,<LOD,8.97,0,19.16,6.64,0,<LOD,40.22,0,86.61,14.76,0,186.69,21.16,0,139.87,75.15,0,24595.85,276.67,0,123.6,41.38,0,70.75,8.5,0,655.97,22.74,0,1388.23,49.82,0,<LOD,21.71,0,12461.74,396.15,0,17901.19,291.44,0,20537.21,184.76,0,403.8,30.38,0,63.77,6.6,0,121.27,20.14,0,68.46,10.29,0,190.7,8.7,0,21.8,7.64,0,13.57,4.99,0,<LOD,9.58,0,635097.5,1810.99,0,13.04,1.96,0,153.37,9.34,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,24319.74,566.67,0,805.2,133.65,0,253146,1332.08,0,1939.32,32.82,0,4984.19,1483.05,0
44,10/7/2016 14:12,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,229.08,4.48,0,52.16,2.16,0,53.39,2.3,0,50.04,5.25,0,65.62,2.34,0,7.87,2.71,0,19.68,4.05,0,<LOD,4.18,0,5.97,2.12,0,16.44,3.31,0,<LOD,7.6,0,65.26,7.59,0,<LOD,34.81,0,43.84,11.62,0,110.42,17.36,0,115.5,61.3,0,19809.29,227.12,0,105.02,36.2,0,63.28,8.68,0,323.06,18.82,0,1574.61,46.94,0,<LOD,21.42,0,5830.33,98.44,0,17398.21,262.86,0,18700.64,164.69,0,206.08,23.78,0,29.09,5.27,0,54.27,15.96,0,27.01,7.99,0,48.94,5.57,0,12.52,6.1,0,6.64,3.93,0,<LOD,7.52,0,553277.88,1885.65,0,11.88,1.77,0,<LOD,8.78,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,29664.11,588.29,0,699.97,141.9,0,343765.59,1477.08,0,1153.54,25.91,0,4337.1,1388.67,0
45,10/7/2016 14:16,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,189.93,4.25,0,56.36,2.26,0,62.92,2.5,0,47.9,5.44,0,74.77,2.52,0,9.8,2.87,0,22.49,4.3,0,<LOD,4.32,0,8.82,2.26,0,17.9,3.5,0,<LOD,7.83,0,25.54,6.17,0,<LOD,34.08,0,58.32,12.15,0,144.76,18.17,0,163.56,64.2,0,20654.3,235.33,0,159.86,39.22,0,72.94,9.74,0,398.97,21.72,0,1912.7,53.94,0,29.02,18.75,0,12315.84,370.66,0,20434.03,291.44,0,18162.34,162.77,0,411.31,25.47,0,74.78,5.56,0,129.5,16.91,0,46.31,8.32,0,41.02,5.54,0,16.47,6.23,0,10.07,4.07,0,8.07,5.37,0,545551.75,1956.18,0,11.59,1.78,0,<LOD,7.19,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,36973.14,664.76,0,857.44,142.62,0,335027.25,1459.08,0,1227.68,26.61,0,5793.41,1450.37,0
46,10/7/2016 14:21,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,479.07,6.86,0,69.85,2.83,0,157.5,4.14,0,181.76,8.94,0,97.98,3.12,0,10.43,3.37,0,25.8,5.13,0,<LOD,5.53,0,20.85,3.07,0,47.35,4.86,0,12.64,6.68,0,762.72,22.4,0,<LOD,45.16,0,104.19,15.79,0,358.91,24.64,0,261.39,95.69,0,36196.11,344.56,0,217.37,47.69,0,108.23,12.5,0,1072.26,33.4,0,1925.8,68.63,0,<LOD,31.79,0,15727.34,502.17,0,25415.31,384.86,0,31743.45,250.69,0,326.32,27.06,0,50.15,5.92,0,63.49,17.58,0,40.46,8.98,0,25.92,5.75,0,40.34,7.19,0,<LOD,6.44,0,<LOD,8.67,0,528825.13,2197.19,0,45.38,2.54,0,<LOD,9.25,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,46637.29,848.53,0,5420.09,171.18,0,294997.81,1390.6,0,1530.55,31.72,0,7282.92,1917.93,0
47,10/7/2016 14:26,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,142.08,4.39,0,78.09,2.84,0,58.57,2.75,0,57.52,6.56,0,80.9,2.91,0,<LOD,5.07,0,45.24,6.14,0,<LOD,5.3,0,19.55,3.09,0,70.52,5.98,0,<LOD,9.99,0,31.31,7.64,0,<LOD,43.27,0,101.96,15.82,0,176.56,22.76,0,385.21,138.75,0,65896.38,505.5,0,265.89,54.42,0,206.19,31.16,0,348.02,29.43,0,2445.78,77.94,0,<LOD,36.38,0,12061.63,507.02,0,24105.38,412.62,0,67301.23,437.01,0,512.2,29.73,0,87.2,6.4,0,140.44,19.35,0,50.57,9.52,0,37.63,6.24,0,18.66,7.13,0,11.85,4.69,0,<LOD,9.17,0,447621.56,2473.06,0,13.33,2.02,0,<LOD,7.34,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,55778.64,1031.34,0,800.14,166.22,0,311679.28,1324.1,0,1331.88,31.42,0,9435.4,2537.05,0
48,10/8/2016 11:10,System Check,44.02,cps,Final,169.89,7.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,10/8/2016 11:11,System Check,46.11,cps,Final,155.46,7.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,10/8/2016 11:16,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,12.24,2.54,0,135.83,4.1,0,233.25,4.65,0,17.14,5.26,0,88.82,2.81,0,9.62,2.96,0,11.22,3.86,0,<LOD,4.27,0,8.76,2.32,0,9.44,2.98,0,<LOD,8.61,0,556.14,18.11,0,<LOD,38.8,0,66.84,12.82,0,161.55,18.95,0,<LOD,97.48,0,20430.67,242.32,0,232.6,43.08,0,137.82,21.87,0,598.54,27.72,0,2693.63,68.57,0,146.93,50.1,0,68389.97,812.41,0,23425.24,317.62,0,6693.06,95.09,0,442.29,24.88,0,65.29,5.33,0,75.96,15.82,0,35.2,7.91,0,19.69,5.05,0,15.78,6.01,0,<LOD,5.64,0,<LOD,7.37,0,638297.94,1733.3,0,13.94,1.85,0,<LOD,7.52,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,33493.42,659.35,0,2660.92,128.97,0,194275.97,1068.96,0,739.79,23.63,0,6811.63,1488.65,0
51,10/8/2016 11:19,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.67,1.62,0,165.17,4.32,0,197.46,4.3,0,20.67,5.8,0,122.77,3.28,0,10.68,3.05,0,6.73,3.59,0,<LOD,4.5,0,5.99,2.25,0,4.39,2.62,0,<LOD,8.63,0,24.91,6.48,0,48.09,25.2,0,24.31,11.23,0,102.59,17.68,0,<LOD,95.7,0,19622.79,237.33,0,247.81,43.8,0,108.65,13.62,0,983.76,36.61,0,3975.66,88.16,0,131.51,50.75,0,57403.4,768.09,0,31152.99,374.56,0,5961.69,93.11,0,550.49,24.6,0,78.68,5.19,0,98.61,15.43,0,40.85,7.65,0,19.51,4.87,0,<LOD,8.46,0,8.32,3.75,0,8.56,5.01,0,568532.31,2015.95,0,17.6,1.9,0,9.67,5.39,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,52939.27,871.44,0,2822.06,144.09,0,245862.55,1235.14,0,1352.54,28.72,0,9029.87,1636.74,0
52,10/8/2016 11:23,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,71.26,3.25,0,126.47,3.9,0,173.99,4.05,0,18.64,5.35,0,96.56,2.92,0,7.53,2.92,0,18.81,4.3,0,<LOD,4.54,0,12.04,2.48,0,17.73,3.5,0,<LOD,8.51,0,255.99,12.9,0,<LOD,38.53,0,116.73,14.16,0,206.58,19.79,0,152.98,70.88,0,23793.57,261.6,0,218.54,43.36,0,148.93,22.45,0,1044.35,33.74,0,2831.09,74.01,0,146.03,44.06,0,49813.29,718.46,0,25201.97,335.83,0,9383.07,109.08,0,425.91,24.59,0,66.03,5.29,0,89.39,15.84,0,31.96,7.81,0,16.82,4.98,0,14.5,5.94,0,<LOD,5.62,0,<LOD,7.5,0,645085.5,1710.61,0,14.58,1.86,0,<LOD,7.64,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,35257.22,650.64,0,2843.64,125.66,0,196257.48,1065.08,0,716.65,22.85,0,6581.06,1422.64,0
53,10/8/2016 11:27,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.77,2.4,0,148.54,4.21,0,252.62,4.79,0,<LOD,7.4,0,84.12,2.71,0,8.44,2.87,0,11.58,3.77,0,<LOD,4.3,0,3.91,2.11,0,7.01,2.86,0,<LOD,8.4,0,19.82,6.19,0,<LOD,35.91,0,68.62,12.62,0,77.27,17.24,0,<LOD,90.9,0,18032.74,225.58,0,332.2,45.02,0,45.41,10.45,0,489.96,26.01,0,2595.21,67.03,0,214.74,56.21,0,87492.47,912.35,0,23750.3,319.75,0,4434.95,84.5,0,448.09,25.25,0,64.43,5.4,0,106.05,16.34,0,34.93,8.01,0,25.91,5.21,0,12.98,6.04,0,<LOD,5.81,0,<LOD,7.65,0,615073.06,1787.11,0,13.68,1.82,0,<LOD,7.39,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,34917.97,714.58,0,2133.66,135.15,0,200416.66,1081.65,0,1130.96,27.51,0,8492.83,1649.64,0
54,10/8/2016 11:31,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,22.3,1.8,0,111.78,3.68,0,174.19,3.99,0,21.6,5.23,0,89.56,2.77,0,5.83,2.76,0,15.75,4.04,0,<LOD,4.28,0,10.47,2.34,0,20.63,3.45,0,<LOD,8.35,0,84.6,8.43,0,<LOD,36.49,0,78.25,12.91,0,183.99,19.02,0,<LOD,102.09,0,23164.73,254.04,0,223.27,42.24,0,64.93,11.01,0,679.33,27.68,0,2357.46,64.6,0,85.1,40.91,0,49083.41,687.02,0,21785.77,303.45,0,9879.8,111.22,0,451.51,24.89,0,67.74,5.33,0,90.33,15.94,0,33.85,7.88,0,18.27,5.03,0,15.72,6,0,<LOD,5.72,0,<LOD,7.57,0,635754.75,1710.81,0,13.26,1.8,0,<LOD,6.68,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,32011.73,615.86,0,2535.42,126.06,0,214277.94,1119.08,0,680.95,22.33,0,6857.24,1410.09,0
55,10/8/2016 11:34,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,324.36,5.58,0,72.17,2.7,0,124.54,3.58,0,105.67,7.26,0,94.43,2.96,0,6.1,3.05,0,34.15,5.23,0,<LOD,4.88,0,16.45,2.75,0,41.66,4.69,0,<LOD,9.91,0,3208.21,43.13,0,<LOD,48.66,0,94.58,14.3,0,289.5,21.97,0,169.99,87.49,0,32883.48,311.67,0,196.65,45.06,0,106.83,14.62,0,849.33,35.68,0,2798.63,81.67,0,<LOD,35.7,0,10193.64,390.23,0,21909.59,331.75,0,25285.47,198.95,0,338.6,22.54,0,42.7,4.86,0,51.18,14.49,0,17.57,7.21,0,9.46,4.56,0,35.58,5.91,0,<LOD,5.1,0,<LOD,7.03,0,573364.56,1945.58,0,22.58,2.07,0,<LOD,6.68,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,35350.85,637.18,0,2460.41,133.71,0,284904.25,1324.44,0,1106.47,23.84,0,4587.9,1462.61,0
56,10/8/2016 11:45,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,195.03,4.55,0,126.57,3.98,0,160.36,4,0,44.43,6.04,0,92.69,2.92,0,6.06,2.99,0,28.92,5.09,0,<LOD,5.3,0,27.83,3.16,0,31.58,4.32,0,<LOD,9.09,0,43.35,7.49,0,<LOD,40.06,0,140.86,15.62,0,269.31,21.84,0,177.86,79.96,0,28443.36,294.32,0,252.31,46.59,0,104.83,13.49,0,1852.27,42.21,0,2462.98,83.56,0,71.82,36.47,0,45179.53,728.56,0,25051.56,358.04,0,21470.14,190.83,0,604.5,29.68,0,96.33,6.3,0,153.93,19.02,0,74.82,9.6,0,33.5,6.04,0,22.03,7.02,0,15.73,4.68,0,<LOD,9,0,596505.56,1935.24,0,16.82,1.97,0,<LOD,6.64,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,42246.66,814.18,0,2649.58,148.23,0,218633.73,1163.33,0,4774.9,50.39,0,8397.14,1880.4,0
57,10/8/2016 12:09,System Check,46.48,cps,Final,168.47,7.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,10/8/2016 12:10,System Check,43.68,cps,Final,152.49,7.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,10/8/2016 12:17,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,607.74,7.13,0,153.64,4.06,0,54.98,2.48,0,74.47,6.39,0,84.25,2.74,0,8.35,3.07,0,30.62,4.95,0,<LOD,4.41,0,11.89,2.48,0,32.81,4.31,0,<LOD,8.82,0,28.02,6.76,0,<LOD,40.92,0,103.92,14.29,0,354.06,22.73,0,290.78,88.23,0,34144.88,319.9,0,211.85,44.56,0,75.69,13.11,0,325.43,29.35,0,3622.06,84.09,0,<LOD,54.18,0,24745.69,583.26,0,31288.07,403.58,0,43412.04,304.1,0,327.17,24.06,0,48.61,5.24,0,51.77,15.55,0,35.26,7.87,0,29.29,5.17,0,<LOD,8.71,0,<LOD,5.62,0,<LOD,7.69,0,499211.44,2259.97,0,20.36,2.02,0,<LOD,9.95,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,61969.2,1060.32,0,336.42,154.5,0,269634.56,1221.17,0,18290.34,124.93,0,12075.92,2306.45,0
60,10/8/2016 12:21,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,528.36,6.5,0,92.97,2.72,0,49.13,2.29,0,99.23,6.54,0,76.6,2.55,0,<LOD,4.12,0,24.67,4.47,0,<LOD,4.43,0,9.63,2.33,0,41.32,4.23,0,<LOD,8.47,0,38.3,6.88,0,<LOD,38.64,0,70.22,13,0,316.76,21.47,0,231.57,86.97,0,36143.41,318.95,0,111.48,39.82,0,158.06,24.89,0,812.7,34.08,0,2595.83,77.77,0,<LOD,40.86,0,16199.88,495.82,0,29026.78,392.62,0,50649.18,330.2,0,188.65,23.42,0,29.23,5.21,0,43.11,15.67,0,18.88,7.79,0,24.13,5.16,0,<LOD,8.8,0,<LOD,5.56,0,<LOD,7.52,0,574863.88,1914.26,0,19.96,1.96,0,<LOD,6.07,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,43978.66,790.24,0,618.79,136.14,0,235623.08,1135.1,0,1809.99,31.12,0,6642.42,1921.23,0
61,10/8/2016 12:26,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,594.4,7.04,0,80.75,2.65,0,45.87,2.3,0,80.89,6.39,0,75.44,2.61,0,6.83,2.95,0,25.83,4.79,0,<LOD,4.63,0,18.78,2.75,0,37.22,4.32,0,<LOD,8.74,0,38.66,7.15,0,<LOD,40.02,0,116.33,14.96,0,368.57,23.18,0,225.81,86.86,0,33902.48,317.45,0,114.11,41.37,0,110.7,13.09,0,1538.37,37.27,0,2102.53,70.63,0,<LOD,28.35,0,10935.11,414.94,0,27011.14,372.06,0,41959.86,294.12,0,310.4,26.49,0,47.66,5.8,0,70.6,17.42,0,43.07,8.83,0,42.48,5.92,0,13.62,6.6,0,6.6,4.24,0,<LOD,8.28,0,622034.5,1804.19,0,17.73,2,0,<LOD,8,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,34495.54,688.06,0,706.05,131.25,0,214666.88,1108.97,0,2772.8,36.98,0,5812.39,1775.37,0
62,10/8/2016 12:32,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,433.07,5.95,0,80.38,2.57,0,59.49,2.46,0,85.79,6.32,0,79.02,2.57,0,5.34,2.84,0,32.04,4.93,0,<LOD,4.54,0,22.51,2.77,0,49.59,4.61,0,<LOD,8.6,0,841.26,21.47,0,<LOD,40.58,0,115.53,14.05,0,362.32,22.03,0,295.94,91.83,0,39417.45,333.69,0,129.97,40.77,0,112.8,17.46,0,1540.97,47.82,0,2979.11,97.98,0,<LOD,54.22,0,20306.79,545.75,0,28864.7,395.27,0,52744.01,340.39,0,102.7,20.96,0,<LOD,6.99,0,<LOD,20.97,0,16.65,7.14,0,63.31,9.39,0,9.3,5.07,0,<LOD,5.08,0,<LOD,6.81,0,499575.5,2136.15,0,17.91,1.9,0,<LOD,6.1,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,54720.43,921.92,0,1040.7,148.55,0,284273,1218.09,0,1435.16,28.86,0,11586.72,2131.79,0
63,10/8/2016 12:39,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,266.04,5.84,0,68.92,2.87,0,53.6,2.83,0,73.67,7.21,0,67.51,2.85,0,<LOD,5.14,0,51.48,6.87,0,<LOD,5.93,0,20.97,3.41,0,73.24,6.58,0,<LOD,11.01,0,317.51,16.76,0,<LOD,50.66,0,146.29,18.97,0,335.39,28.09,0,467.98,175.97,0,86766.58,649.45,0,160.71,59.14,0,256.67,34.63,0,830.62,36.65,0,1805.47,77.64,0,<LOD,45.79,0,21171.49,676.72,0,26146.54,455.15,0,92754.72,570.32,0,514.66,33.18,0,92.45,7.19,0,151.68,21.74,0,90.67,11.21,0,50.88,7.19,0,21.72,8.04,0,11.83,5.24,0,<LOD,10.22,0,497401.88,2495.29,0,14.86,2.2,0,<LOD,7.4,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,42900.86,984.66,0,721.95,159.75,0,215009.23,1096.23,0,1615.23,34.5,0,10444.72,3088.48,0
64,10/8/2016 12:47,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,517.53,6.7,0,88.13,2.76,0,48.19,2.37,0,79.1,6.48,0,78.87,2.68,0,5.98,3.05,0,37.44,5.51,0,<LOD,5.05,0,32.82,3.27,0,54.09,5.08,0,<LOD,9.56,0,1450.61,29.12,0,<LOD,45.48,0,123.27,15.28,0,415.12,24.09,0,224.82,99.7,0,42257.3,359.6,0,145.63,44.44,0,126.7,17.63,0,2297.43,52.84,0,2914.51,98.3,0,<LOD,36.77,0,10770.69,445.55,0,30703.97,418.08,0,55184.63,357.92,0,217.62,23.55,0,26.9,5.19,0,35.99,15.54,0,30.25,7.94,0,34.39,5.29,0,25.48,6.23,0,<LOD,5.65,0,<LOD,7.52,0,503094.06,2229.25,0,18.66,2,0,<LOD,6.56,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,58981.97,958.03,0,1786.26,149.42,0,277405.44,1225.15,0,1626.65,30.28,0,10052.7,2116.64,0
65,10/8/2016 12:52,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,407.12,5.9,0,80.48,2.61,0,49.06,2.32,0,85.25,6.43,0,78.33,2.63,0,28.4,3.77,0,39.91,5.34,0,<LOD,4.85,0,16.25,2.71,0,53.5,4.95,0,<LOD,9.43,0,2440.37,36.5,0,<LOD,45.54,0,103.67,14.51,0,308.52,22.01,0,224.42,84.71,0,32635.64,302.54,0,79.19,39.15,0,95.25,13.11,0,1422.29,37.36,0,2283.88,73.13,0,<LOD,27.74,0,6729.18,133.1,0,30563.66,404.33,0,38879.57,276.58,0,109.05,23.96,0,<LOD,7.98,0,<LOD,24.22,0,22.12,8.29,0,216.2,13.13,0,38.82,6.83,0,6.87,4.08,0,<LOD,7.99,0,547426.56,2012.81,0,20.53,1.99,0,33.1,5.97,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,46113.48,820.57,0,964.64,145.73,0,276112.13,1275.76,0,1804.65,32.24,0,7266.03,1880.55,0
66,10/8/2016 12:58,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,547.29,6.6,0,83.52,2.62,0,51.35,2.33,0,82.06,6.35,0,85.89,2.69,0,<LOD,4.16,0,26.72,4.79,0,<LOD,4.76,0,27.25,2.96,0,46.27,4.47,0,<LOD,8.81,0,1919.85,32.02,0,<LOD,43.21,0,130.48,14.96,0,391.18,22.87,0,249.38,85.84,0,34290.21,307.55,0,<LOD,55.32,0,124.27,14.92,0,1983.58,44.25,0,2435.75,81.98,0,31.74,19.93,0,7080.79,140.34,0,29923.54,399.48,0,40993.69,283.3,0,72.11,23.61,0,<LOD,7.98,0,<LOD,24.22,0,26.59,8.32,0,67.43,6,0,34.53,6.72,0,<LOD,5.87,0,<LOD,7.93,0,595138.75,1836.74,0,19.24,1.96,0,<LOD,6.11,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,40469.87,745.17,0,1659.02,138.2,0,232800.38,1141.83,0,1860.9,31.68,0,4533.9,1788.54,0
