Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
283,10/12/2016 12:41,TestAll Geo,19.51,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,44.76,5.55,0,826.7,15.95,0,<LOD,300000,0,28.09,2.88,0,<LOD,300000,0,<LOD,10.88,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,234.5,24.92,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,7288.15,239.17,0,957.55,160.9,0,<LOD,329.55,0,<LOD,1265.19,0,<LOD,1807.48,0,,,,,,,,,,,,,,,,,,,,,,<LOD,25.8,0,<LOD,27.72,0,<LOD,20.6,0,<LOD,15.65,0,<LOD,12.65,0,990601.75,101.57,0,9.43,2.93,0,<LOD,11.92,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,,,,,,,,,,,,,,,
284,10/12/2016 12:45,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,83.3,4.24,0,593.55,9.72,0,<LOD,300000,0,53.7,2.74,0,<LOD,300000,0,17.35,5.73,0,<LOD,300000,0,<LOD,300000,0,12.22,5.09,0,<LOD,300000,0,110.87,14.17,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,18577.08,282.68,0,596.54,101.44,0,92.86,27.33,0,74.44,12.13,0,1965.48,73.64,0,82.16,54.34,0,182852.42,1495.38,0,12282.36,255.78,0,12211.73,157.28,0,852.52,40.51,0,129.23,8.37,0,209.3,25.34,0,83.94,12.54,0,45.32,8.03,0,20.87,9.05,0,14.19,6.02,0,<LOD,11.32,0,622771.06,2114.45,0,12.5,2.24,0,11.52,6.16,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,27006.15,820.18,0,538.14,146.57,0,115979.45,895.75,0,387.37,29.91,0,<LOD,3543.02,0
285,10/12/2016 12:48,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,3.88,2.58,0,183.3,5.44,0,669.03,8.12,0,<LOD,7.98,0,61.61,2.5,0,13.32,3.29,0,15.34,4.24,0,5.46,3.2,0,<LOD,3.32,0,4.75,3.09,0,<LOD,9.37,0,267.04,13.84,0,<LOD,41.68,0,37.37,12.8,0,100.37,19.09,0,126.33,56.84,0,13035.89,201.45,0,507.5,52.76,0,98.96,23.7,0,129.68,20.91,0,2295.27,65.65,0,211.81,76.79,0,156414.03,1241.25,0,17903.4,282.54,0,6387.93,108.67,0,698.99,28.95,0,96.39,5.99,0,125.34,17.82,0,47.81,8.81,0,24.19,5.6,0,18.25,6.62,0,8.19,4.27,0,8.89,5.73,0,535189,2204.06,0,17.15,1.98,0,10.36,5.23,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,63185.63,1124.25,0,467.72,146.29,0,195974.11,1101.16,0,<LOD,49.62,0,6519.04,2102.64,0
286,10/12/2016 12:52,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.84,0,128.05,5.32,0,824.24,9.2,0,<LOD,8.33,0,60.01,2.53,0,13.41,3.38,0,13.89,4.28,0,<LOD,4.9,0,<LOD,3.44,0,<LOD,4.66,0,<LOD,9.8,0,89.6,9.55,0,<LOD,42.19,0,<LOD,19.44,0,82.13,19.56,0,<LOD,80.44,0,11515.05,193.37,0,551.17,55,0,90.43,24.28,0,97.03,16.44,0,2248,71.81,0,189.77,65.76,0,166043.86,1296.89,0,16374.19,272.36,0,4703.43,99.29,0,772.09,32.95,0,104.03,6.76,0,152.55,20.29,0,55.84,9.98,0,33.03,6.43,0,19.96,7.45,0,11.83,4.89,0,<LOD,9.45,0,563482.5,2145.37,0,14.94,1.99,0,12.3,5.42,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,50210.28,1012.69,0,678.36,145.62,0,172838.66,1043.72,0,135.14,25.69,0,9487.12,2186.4,0
287,10/12/2016 12:55,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.73,0,31.6,4.64,0,863.93,9.79,0,<LOD,7.18,0,14.22,1.55,0,5.1,2.92,0,<LOD,5.79,0,5.67,3.51,0,<LOD,3.78,0,<LOD,4.15,0,<LOD,10.7,0,39.42,8.23,0,<LOD,46.32,0,36.36,14.43,0,105.55,21.09,0,95.03,36.64,0,2416.72,79.45,0,1181.65,71.99,0,<LOD,11.83,0,<LOD,19.91,0,1097.87,96.17,0,<LOD,219.86,0,380917.09,2211.7,0,8099.14,292.04,0,1861.17,93.49,0,647.2,33.39,0,111.9,7.1,0,149.06,21.15,0,56.93,10.44,0,29.54,6.65,0,19.45,7.77,0,10.23,5.06,0,<LOD,9.98,0,505089.34,2275.78,0,5.54,1.85,0,<LOD,7.26,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,17361.46,917.3,0,<LOD,220.78,0,76071.61,730.45,0,461.71,29.66,0,6476,3505.1,0
288,10/12/2016 12:59,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,4.12,0,195.1,5.6,0,468.03,7.27,0,<LOD,7.72,0,48.54,2.41,0,22.74,3.89,0,25.49,5.1,0,6.1,3.52,0,<LOD,3.7,0,6.35,3.73,0,<LOD,10.45,0,54.63,8.76,0,<LOD,45.13,0,<LOD,20.73,0,110.61,21.26,0,94.74,61.58,0,13962.53,223.05,0,425.06,53.72,0,49.73,21.23,0,73.06,13.45,0,1709.44,43.03,0,94.7,44.16,0,118261.98,1075.16,0,16804.77,266.64,0,8951.47,122.43,0,871.53,34.49,0,130.08,7.08,0,205.78,21.44,0,64.66,10.36,0,44.7,6.78,0,20.45,7.66,0,8.25,4.93,0,<LOD,9.87,0,618216.38,2069.39,0,13.05,2.06,0,25.1,6.08,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,54551.63,962.42,0,600.31,131.93,0,159124.48,1017.14,0,<LOD,35.06,0,5292.99,1808.83,0
289,10/12/2016 13:03,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.87,0,40.26,4.89,0,879.85,10.15,0,<LOD,7.61,0,17.93,1.71,0,5.35,3.03,0,<LOD,5.98,0,<LOD,5.05,0,<LOD,3.77,0,<LOD,4.4,0,11.26,7.18,0,52.54,8.89,0,<LOD,45.78,0,22.48,14.46,0,99.36,21.62,0,63.87,40.78,0,3348.23,93.24,0,892,67.12,0,<LOD,11.24,0,23.06,12.45,0,1095.88,87.89,0,<LOD,187.87,0,345788.63,2114.66,0,8265.53,263.72,0,2674.36,98.74,0,733.53,35.13,0,122.09,7.39,0,167.11,22.04,0,66.2,10.91,0,36.4,6.99,0,21.25,8.07,0,12.51,5.3,0,<LOD,10.43,0,531589.06,2251.07,0,4.3,1.88,0,<LOD,8.55,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,15531.3,846.5,0,<LOD,218.27,0,83149.16,758.57,0,588.13,30.26,0,7444.84,3267.97,0
290,10/12/2016 13:07,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.61,0,14.45,4.62,0,960.5,10.28,0,<LOD,7.05,0,6.75,1.3,0,<LOD,4.19,0,5.94,3.89,0,<LOD,5.02,0,4.89,2.52,0,<LOD,4.06,0,<LOD,10.38,0,337.34,16.24,0,<LOD,45.71,0,22.48,13.7,0,80.6,20.26,0,53.05,30.58,0,1429.51,63.96,0,977.3,67.33,0,<LOD,12.81,0,<LOD,26.18,0,2235.83,121.05,0,<LOD,284.21,0,433133.06,2412.62,0,5510.52,327.06,0,1234.13,90.92,0,579.5,31.53,0,103.88,6.76,0,109.13,19.82,0,45.61,9.84,0,22.26,6.25,0,12.42,7.31,0,<LOD,7.08,0,11,6.5,0,491071.91,2294.62,0,3.34,1.77,0,<LOD,5.55,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,16493.6,989.36,0,<LOD,213.88,0,47445.58,606.11,0,966.63,34.48,0,<LOD,8844.88,0
291,10/12/2016 13:11,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.72,0,7.77,4.73,0,1014.03,10.74,0,<LOD,7.06,0,3.82,1.95,0,<LOD,4.16,0,<LOD,5.75,0,<LOD,5.18,0,<LOD,3.75,0,<LOD,4.14,0,<LOD,10.59,0,17.66,7.32,0,<LOD,45.93,0,<LOD,20.96,0,95.38,21.2,0,58.55,30.39,0,1254.23,62.1,0,991.68,68.48,0,<LOD,12.18,0,<LOD,16.3,0,1019.57,108.29,0,<LOD,266.29,0,444377.31,2474.78,0,2368.57,277.73,0,1064,90.02,0,629.66,34.07,0,120.75,7.33,0,136.99,21.53,0,52.68,10.64,0,31.21,6.86,0,20.45,8,0,14.49,5.33,0,<LOD,10.25,0,499083.63,2299.23,0,<LOD,1.8,0,<LOD,5.4,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5263.53,820.36,0,<LOD,211.63,0,33170.48,524.61,0,1268.6,36.35,0,9433.85,4075.24,0
292,10/12/2016 13:14,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,2.6,0,<LOD,300000,0,819.51,11.79,0,<LOD,300000,0,3.65,1.31,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,226.32,17.15,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,6369.12,162.58,0,1183.8,114.55,0,<LOD,10.52,0,<LOD,18.75,0,2023.95,112.2,0,<LOD,203.27,0,405479.09,2455.74,0,1511.13,208.74,0,5179.43,131.59,0,635.23,36.99,0,119.62,7.95,0,167.92,23.78,0,55.47,11.6,0,29.06,7.4,0,24.21,8.77,0,12.96,5.73,0,<LOD,11.1,0,513037.88,2438.86,0,<LOD,2.94,0,<LOD,6.17,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,6041.36,929.08,0,<LOD,228.35,0,30434.83,521.28,0,19311.03,137.09,0,8750.57,4389.38,0
293,10/12/2016 13:19,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.78,0,14.08,4.83,0,1022.64,10.8,0,<LOD,7.32,0,5.26,1.29,0,<LOD,4.39,0,6.29,3.97,0,5.42,3.51,0,<LOD,3.79,0,<LOD,4.17,0,<LOD,10.3,0,20.79,7.46,0,<LOD,45.8,0,<LOD,21.09,0,84.01,20.89,0,53.35,31.48,0,1484.12,66.12,0,964.22,67.89,0,<LOD,12.25,0,<LOD,18.2,0,915.26,97.29,0,<LOD,238.73,0,402955.91,2348.93,0,2643.68,253.68,0,1199.49,116.82,0,612.31,33.23,0,108.51,7.11,0,146.55,21.2,0,55.12,10.45,0,29.12,6.68,0,18.37,7.78,0,12.94,5.16,0,<LOD,10.06,0,494790.28,2313.22,0,<LOD,3.14,0,<LOD,7.22,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5989.84,1093.66,0,<LOD,256.37,0,37496.1,582.65,0,50838.39,278.93,0,<LOD,8381.43,0
294,10/12/2016 13:22,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.78,0,48.19,4.93,0,917.41,10.11,0,<LOD,7.33,0,12.44,1.5,0,6.17,3.05,0,16.05,4.56,0,6.64,3.57,0,<LOD,3.79,0,7.11,3.43,0,<LOD,10.84,0,135.25,11.47,0,<LOD,48.94,0,38.96,14.83,0,342.46,25.37,0,250.57,48.14,0,4476.48,103.6,0,967.03,67.54,0,<LOD,13.95,0,<LOD,23.82,0,1670.45,110.36,0,<LOD,278.47,0,416595.38,2344.43,0,8918.33,356.64,0,6272.06,130.02,0,616.58,31.72,0,104.13,6.74,0,132.9,20.04,0,42.03,9.76,0,31.45,6.38,0,14.29,7.33,0,7.48,4.76,0,<LOD,9.57,0,485598.63,2337.85,0,4.07,1.8,0,<LOD,7.79,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,17551.57,990.17,0,<LOD,219.25,0,52588.83,628.4,0,476.43,30.59,0,<LOD,5946.7,0
295,10/12/2016 13:26,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,22.07,4.02,0,858.49,12.48,0,<LOD,300000,0,15.84,1.81,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,18.98,10.63,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,3854.18,133.28,0,514.13,100.8,0,<LOD,8.23,0,<LOD,12.79,0,1018.26,80.26,0,<LOD,131.56,0,328706.81,2149.41,0,5630.55,183.42,0,1327.39,91.46,0,860.39,42.34,0,150.01,8.89,0,254.99,27.13,0,98.06,13.37,0,47.64,8.45,0,31.79,9.76,0,16.25,6.38,0,<LOD,12.19,0,577124.81,2272.45,0,3.44,2.05,0,<LOD,7.75,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10048.57,767.59,0,<LOD,216.34,0,61746.2,684.9,0,479.86,31.3,0,9174.5,3220.03,0
296,10/12/2016 13:29,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.99,0,46.56,5.48,0,1033.11,11.47,0,<LOD,8.51,0,20.62,1.88,0,5.51,3.25,0,8.36,4.36,0,<LOD,5.33,0,<LOD,3.88,0,<LOD,4.77,0,<LOD,11.67,0,36.07,8.89,0,59.61,35.02,0,34.19,16.03,0,102.55,23.25,0,97.89,49.51,0,4844.9,114.72,0,676.73,64.75,0,<LOD,9.81,0,39.37,11.54,0,1340.32,85.72,0,<LOD,156.11,0,331034.88,2107.34,0,7825.79,228.09,0,2795.69,100.34,0,783.14,37.43,0,124.39,7.8,0,180.54,23.4,0,58.28,11.36,0,31.91,7.27,0,17.25,8.4,0,10.42,5.52,0,<LOD,10.95,0,532601.69,2365.59,0,3.86,1.96,0,<LOD,8.05,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,17931.23,874.53,0,<LOD,223.46,0,90672.63,794.62,0,409.53,29.75,0,8646.34,3238.92,0
297,10/12/2016 13:33,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,3.98,2.59,0,20.9,5.13,0,1099.75,11.41,0,<LOD,7.62,0,8.61,1.45,0,<LOD,4.28,0,6.6,4.08,0,<LOD,5.27,0,<LOD,3.84,0,<LOD,4.31,0,<LOD,11.08,0,20.82,7.73,0,<LOD,48.28,0,<LOD,21.29,0,83.76,21.59,0,62.57,36.89,0,2391.12,81.24,0,832.53,65.9,0,<LOD,11.46,0,<LOD,16.8,0,1037.34,97.24,0,<LOD,221.67,0,400778.59,2342.61,0,4753.23,261.07,0,2186.72,98.89,0,737.37,36.34,0,123.67,7.65,0,192.09,23.11,0,59.86,11.19,0,32.18,7.16,0,23.94,8.4,0,15.01,5.56,0,13.9,7.37,0,516065.81,2287.79,0,<LOD,2.75,0,<LOD,5.94,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,9062.73,829.34,0,<LOD,219.05,0,54921.91,640.6,0,2738.09,45.84,0,<LOD,5498.01,0
298,10/12/2016 13:36,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.93,0,218.42,5.52,0,444.92,6.78,0,9.58,5.54,0,77.64,2.84,0,30.36,4.06,0,22.54,4.77,0,<LOD,4.76,0,<LOD,3.47,0,6.66,3.49,0,<LOD,9.72,0,76.01,9.04,0,<LOD,42.09,0,42.97,13.69,0,141.87,20.66,0,115.4,65.78,0,17835.02,241.13,0,370.96,50.67,0,96.04,20.23,0,123.89,15.6,0,2257.83,48.28,0,89.9,36.76,0,76606.82,842.07,0,21846.78,300.23,0,10936.19,129.05,0,880.03,32.71,0,108.51,6.57,0,144.51,19.56,0,44.27,9.5,0,27.38,6.13,0,14.2,7.1,0,8.21,4.64,0,<LOD,9.1,0,587403.44,2150.06,0,16.57,2.03,0,35.45,6.42,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,70118.13,1051.47,0,1196.81,133.75,0,201224.95,1136.91,0,119,24.1,0,7814.15,1707.54,0
299,10/12/2016 13:40,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.83,0,17.62,4.99,0,1011.46,11.05,0,<LOD,7.71,0,10.39,1.52,0,<LOD,4.61,0,10.78,4.43,0,6.37,3.73,0,<LOD,4.03,0,<LOD,4.75,0,<LOD,11.08,0,25.34,8.02,0,<LOD,49.14,0,<LOD,22.15,0,111.98,22.38,0,82.01,45.92,0,4342.05,106.34,0,789.26,66.18,0,<LOD,11.64,0,<LOD,18.91,0,1036.07,103.21,0,<LOD,236.67,0,408447.94,2395.45,0,5225.04,281.59,0,5102.14,122.71,0,738.03,35.81,0,126.73,7.55,0,165.25,22.43,0,65.08,11.09,0,32.82,7.05,0,20.7,8.2,0,9.65,5.31,0,<LOD,10.61,0,499688.53,2377.33,0,<LOD,2.77,0,<LOD,8.15,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10911.87,888.46,0,<LOD,218.04,0,54152.02,639.62,0,2771.88,46.63,0,6801.01,3908.95,0
300,10/12/2016 13:44,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.86,0,13.96,4.9,0,992.29,10.94,0,<LOD,7.47,0,6.98,1.39,0,<LOD,4.34,0,7.35,4.14,0,7.58,3.75,0,<LOD,3.9,0,<LOD,4.3,0,<LOD,10.92,0,25.09,7.97,0,<LOD,48.11,0,<LOD,21.84,0,70.29,21.44,0,91.9,35.49,0,1849.92,74.04,0,958.34,69.67,0,<LOD,11.43,0,<LOD,17.34,0,976.5,104.8,0,<LOD,245.8,0,428298.06,2459.41,0,3580.39,271.56,0,1767.16,95.08,0,618.11,34.18,0,109.48,7.31,0,138.32,21.67,0,54.43,10.73,0,28.98,6.85,0,20.31,8.04,0,10.58,5.23,0,<LOD,10.31,0,504371.94,2354.11,0,<LOD,3.25,0,<LOD,5.86,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,7844.34,834.64,0,<LOD,211.84,0,40784.52,566.08,0,947.5,33.63,0,8226.56,3901.62,0
301,10/12/2016 13:47,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.76,0,71.17,5.03,0,874.77,9.76,0,<LOD,8.14,0,38.65,2.16,0,8.23,3.18,0,10.45,4.14,0,7.04,3.46,0,<LOD,3.5,0,6.42,3.15,0,<LOD,9.81,0,87.49,9.77,0,<LOD,43.25,0,35.74,13.93,0,76.16,20.07,0,<LOD,81.74,0,10788.57,191.92,0,622.05,58.47,0,<LOD,12.55,0,78.84,16.73,0,1669.32,80.46,0,<LOD,157.93,0,263692.22,1739.26,0,13292.43,283.61,0,4358.59,104.5,0,789.74,33.29,0,110.08,6.84,0,162.7,20.55,0,63.62,10.14,0,26.16,6.35,0,13.23,7.36,0,<LOD,7.16,0,<LOD,9.65,0,537396.94,2187.77,0,6.83,1.87,0,<LOD,9.76,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,28511.58,907.12,0,<LOD,219.05,0,134313.84,923.21,0,373.96,27.67,0,7494.39,2730.02,0
302,10/12/2016 13:53,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.73,0,27.12,4.85,0,1001.65,10.53,0,<LOD,7.69,0,15.91,1.61,0,<LOD,4.24,0,6.97,3.96,0,<LOD,5.16,0,<LOD,3.69,0,<LOD,4.29,0,<LOD,10.41,0,103.65,10.47,0,<LOD,45.39,0,<LOD,20.39,0,77.66,20.48,0,77.44,41.54,0,3740.69,94.8,0,562.85,56.67,0,<LOD,12.12,0,24.71,14.59,0,1640.41,97.18,0,<LOD,214.39,0,365472.78,2150.32,0,7148.21,279.17,0,3429.48,106.27,0,746.23,34.63,0,111.86,7.2,0,178.21,21.79,0,60.58,10.64,0,28.69,6.73,0,24.44,7.99,0,11.01,5.16,0,<LOD,9.74,0,510090.75,2258.34,0,3.98,1.82,0,<LOD,5.75,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,14613.04,870.48,0,<LOD,220.4,0,84144.78,764.7,0,601.52,30.66,0,8839.57,3504.73,0
303,10/12/2016 13:59,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.8,0,37.71,4.86,0,924.31,10.21,0,<LOD,7.75,0,22.32,1.8,0,5.23,3,0,7.14,4.03,0,<LOD,5.05,0,<LOD,3.73,0,<LOD,4.44,0,<LOD,10.63,0,57.66,8.93,0,<LOD,45.32,0,<LOD,20.79,0,97.04,20.98,0,<LOD,64.03,0,4192.85,100.84,0,662.28,60.29,0,<LOD,12.04,0,33.38,14.26,0,1296.06,88.93,0,<LOD,196.46,0,342088.28,2066.94,0,9943.3,287.75,0,2630.39,97.69,0,737.53,33.63,0,115.72,7.02,0,146.49,20.82,0,46.44,10.14,0,35.56,6.65,0,18.14,7.64,0,<LOD,7.32,0,<LOD,9.57,0,514835.06,2283.97,0,5.11,1.86,0,<LOD,8.14,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,19552.22,904.32,0,<LOD,219.51,0,95762.58,804.28,0,458.33,29.34,0,9433.37,3306.68,0
304,10/12/2016 14:03,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.79,0,26.15,4.94,0,1006.63,10.75,0,<LOD,7.47,0,11.84,1.52,0,<LOD,4.5,0,15.69,4.6,0,<LOD,4.91,0,<LOD,3.68,0,<LOD,5.06,0,<LOD,10.75,0,22.18,7.66,0,<LOD,47.06,0,24.97,14.46,0,73.94,21.19,0,159.33,56.24,0,7369.9,132.12,0,589.16,59.22,0,<LOD,11.94,0,18.26,11.93,0,1026.42,92.92,0,<LOD,211.37,0,378686.03,2216.76,0,5752.8,262.27,0,9641.74,152.94,0,734.12,35.33,0,114.57,7.38,0,162.4,22.1,0,62.23,10.93,0,29.66,6.9,0,29.36,8.29,0,10.52,5.27,0,<LOD,10.17,0,509996.94,2275.07,0,3.71,1.84,0,<LOD,6.12,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10495.03,854.5,0,<LOD,226.99,0,68209.64,705.17,0,670.5,31.96,0,5970.55,3789.95,0
305,10/12/2016 14:07,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.8,0,22.53,5.42,0,1305.77,12.19,0,<LOD,8.27,0,14.36,1.63,0,4.88,3.06,0,6.94,4.09,0,<LOD,5.24,0,<LOD,3.79,0,<LOD,4.24,0,<LOD,10.38,0,125.44,11.32,0,<LOD,46.15,0,<LOD,20.67,0,72.98,20.79,0,67.8,38.07,0,2786.87,84.51,0,508.49,56.05,0,<LOD,11.52,0,31.48,14.76,0,1665.74,95.64,0,<LOD,202.73,0,359390.53,2136.82,0,6617.33,262.68,0,1899.63,92.11,0,720.82,34.2,0,109.77,7.14,0,142.89,21.21,0,61.95,10.58,0,30.31,6.71,0,18.72,7.81,0,9.17,5.07,0,<LOD,10.15,0,525783.19,2217.41,0,3.29,1.83,0,<LOD,6.19,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,14275.22,832.27,0,<LOD,216,0,82653.64,753.67,0,502.03,29.48,0,<LOD,4831.54,0
306,10/12/2016 14:10,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.75,0,89.55,5.21,0,979.22,9.98,0,<LOD,8.32,0,44.86,2.23,0,10.76,3.24,0,12.74,4.23,0,<LOD,4.8,0,4.59,2.38,0,<LOD,4.45,0,<LOD,9.69,0,51.92,8.16,0,<LOD,41.55,0,27.71,12.89,0,106.95,19.66,0,<LOD,80.48,0,11135.12,189.03,0,500.74,53.57,0,113.81,25.53,0,127.83,20.49,0,1946.92,78.71,0,<LOD,158.22,0,232878.91,1569.23,0,10867.62,231.4,0,5296.38,109.44,0,862.66,31.56,0,124.69,6.45,0,164.97,19.2,0,62.79,9.47,0,32.76,6.03,0,24.17,7.09,0,9.02,4.53,0,11.19,6.13,0,517259.19,2236.56,0,10.64,1.88,0,9.68,5.14,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,40455.47,1028.32,0,<LOD,228.24,0,165119.28,1014.11,0,111.78,25.66,0,12591.69,2718.63,0
307,10/12/2016 14:14,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.77,0,62.11,5.42,0,1135.8,11.18,0,<LOD,8.41,0,30.48,2.01,0,7.34,3.19,0,12.52,4.41,0,<LOD,5.17,0,5.75,2.58,0,8.31,3.36,0,<LOD,10.16,0,48.44,8.47,0,<LOD,45.25,0,34.99,13.88,0,125.39,21.07,0,133.05,51.63,0,6387.29,120.98,0,618.9,59.05,0,<LOD,14.7,0,68.25,19.69,0,1873.55,94.51,0,<LOD,224.8,0,332460.22,2008.95,0,14476.29,355.77,0,6084.06,122.17,0,706.5,30.83,0,99.17,6.38,0,123.43,18.94,0,46.92,9.34,0,21.3,5.9,0,<LOD,10.3,0,<LOD,6.5,0,<LOD,9.02,0,480897.72,2411.48,0,7.3,1.87,0,<LOD,7.5,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31387.8,1066.9,0,<LOD,232.58,0,114878.94,861.65,0,500.47,29.61,0,12933.43,3455.46,0
